sym,date,ratio
TGTX,2011-07-14,0.02
TGTX,2012-04-30,0.017777777777777778
THC,2002-07-01,1.5
THC,2012-10-11,0.25
THFF,2003-10-16,2.0
THO,2002-07-09,2.0
THO,2004-01-27,2.0
TJX,2002-05-09,2.0
TJX,2012-02-03,2.0
TJX,2018-11-07,2.0
TKR,2014-07-01,1.397
TMP,2003-08-01,1.1
TMP,2006-05-01,1.1
TMP,2010-02-03,1.1
TMUS,2013-05-01,0.5
TNC,2006-07-26,2.0
TNDM,2017-10-10,0.1
TNL,2018-06-01,2.215
TOL,2002-04-01,2.0
TOL,2005-07-11,2.0
TOWN,2002-02-26,2.0
TOWN,2004-06-18,1.5
TOWN,2005-08-24,1.03
TOWN,2012-05-23,1.03
TPL,2007-07-13,5.0
TPL,2024-03-27,3.0
TPL,2025-12-23,3.0
TPR,2002-07-05,2.0
TPR,2003-10-02,2.0
TPR,2005-04-05,2.0
TR,2000-03-03,1.03
TR,2001-03-02,1.03
TR,2002-03-01,1.03
TR,2003-02-28,1.03
TR,2004-02-27,1.03
TR,2005-03-09,1.03
TR,2006-03-08,1.03
TR,2007-03-07,1.03
TR,2008-03-06,1.03
TR,2009-03-06,1.03
TR,2013-03-01,1.03
TR,2014-02-28,1.03
TR,2015-03-06,1.03
TR,2016-03-04,1.03
TR,2017-03-03,1.03
TR,2018-03-05,1.03
TR,2021-03-04,1.03
TR,2022-03-04,1.03
TR,2023-03-03,1.03
TR,2024-03-05,1.03
TR,2025-03-05,1.03
TR,2026-03-05,1.03
TRAK,2006-08-11,0.02
TRC,2013-08-29,1.031
TRC,2017-10-02,1.03
TREX,2014-05-08,2.0
TREX,2018-06-19,2.0
TREX,2020-09-15,2.0
TRMB,2004-03-05,1.5
TRMB,2007-02-23,2.0
TRMB,2013-03-21,2.0
TRN,2006-06-12,1.5
TRN,2014-06-20,2.0
TRN,2018-11-01,1.389
TROW,2006-06-26,2.0
TROX,2012-07-26,5.0
TRS,2015-07-01,1.255
TRST,2000-10-18,1.15
TRST,2001-10-17,1.15
TRST,2021-05-28,0.2
TSBK,2007-06-06,2.0
TSCO,2002-08-20,2.0
TSCO,2003-08-22,2.0
TSCO,2010-09-03,2.0
TSCO,2013-09-27,2.0
TSCO,2024-12-20,5.0
TSLA,2020-08-31,5.0
TSLA,2022-08-25,3.0
TTC,2003-04-15,2.0
TTC,2005-04-13,2.0
TTC,2012-07-02,2.0
TTC,2016-09-19,2.0
TTD,2021-06-17,10.0
TTEK,2001-12-18,1.25
TTEK,2024-09-09,5.0
TTI,2003-08-22,1.5
TTI,2005-08-29,1.5
TTI,2006-05-23,2.0
TTWO,2005-04-12,1.5
TWI,2008-08-18,1.25
TWIN,2006-04-03,2.0
TWIN,2008-01-02,2.0
TWO,2013-03-28,1.074
TWO,2017-11-02,0.6105
TWO,2022-11-02,0.25
TXN,2000-05-23,2.0
TXRH,2005-09-26,2.0
TXT,2007-08-27,2.0
UA,2016-06-13,1.007098
UAN,2020-11-24,0.1
UFCS,2004-12-16,2.0
UFPI,2017-11-15,3.0
UGI,2003-04-02,1.5
UGI,2005-05-25,2.0
UGI,2014-09-08,1.5
UHAL,2022-11-10,10.0
UHS,2001-06-04,2.0
UHS,2009-12-16,2.0
UIS,2009-10-26,0.1
UMBF,2001-12-10,1.05
UMBF,2006-05-31,2.0
UNFI,2004-04-20,2.0
UNH,2000-12-26,2.0
UNH,2003-06-19,2.0
UNH,2005-05-31,2.0
UNIT,2025-08-04,0.602
UNP,2008-05-29,2.0
UNP,2014-06-09,2.0
UNTY,2003-02-24,1.05
UNTY,2004-06-14,1.05
UNTY,2005-06-13,1.05
UNTY,2006-06-14,1.05
UNTY,2007-06-13,1.05
UNTY,2008-06-11,1.05
UNTY,2016-09-13,1.1
UP,2023-06-08,0.1
UP,2026-04-27,0.05
UPBD,2003-09-02,2.5
URBN,2003-09-22,2.0
URBN,2004-07-12,2.0
URBN,2005-09-26,2.0
USNA,2003-10-31,2.0
USNA,2016-11-23,2.0
USPH,2001-01-08,2.0
USPH,2001-06-29,1.5
UTHR,2009-09-23,2.0
UUUU,2013-11-05,0.02
UVSP,2000-04-12,1.05
UVSP,2003-03-03,1.25
UVSP,2005-05-02,1.5
V,2015-03-19,4.0
VCEL,2010-02-18,0.125
VCEL,2013-10-16,0.05
VERU,2025-08-11,0.1
VFC,2013-12-23,4.0
VFC,2019-05-23,1.062
VHI,2007-03-27,2.433682161109759
VHI,2012-05-11,3.0
VHI,2020-06-02,0.08333333333333333
VIAV,2000-03-13,2.0
VIAV,2006-10-17,0.125
VIAV,2015-08-04,1.758
VIRC,2000-09-05,1.1
VIRC,2001-09-04,1.1
VIRC,2002-09-04,1.1
VLGEA,2007-04-27,2.0
VLGEA,2009-01-23,2.0
VLO,2004-10-08,2.0
VLO,2005-12-16,2.0
VLO,2013-05-02,1.094
VLY,2000-05-03,1.05
VLY,2001-05-02,1.05
VLY,2002-05-20,1.25
VLY,2003-04-30,1.05
VLY,2004-04-29,1.05
VLY,2005-05-04,1.05
VLY,2006-05-04,1.05
VLY,2007-05-09,1.05
VLY,2008-05-07,1.05
VLY,2009-05-06,1.05
VLY,2010-05-05,1.05
VLY,2011-05-04,1.05
VLY,2012-05-09,1.05
VNO,2015-01-16,1.1049723756906078
VNO,2017-07-18,1.237
VRCA,2025-07-25,0.1
VRDN,2016-11-07,0.06666666666666667
VRDN,2020-11-13,0.06666666666666667
VRNS,2021-03-15,3.0
VRTX,2000-08-24,2.0
VSAT,2000-09-01,2.0
VSEC,2007-06-29,2.0
VSEC,2016-08-04,2.0
VSH,2000-06-12,1.5
VSTM,2023-06-01,0.08333333333333333
VTOL,2020-06-12,0.5
VTR,2015-08-18,0.8757
VTRS,2003-01-28,1.5
VTRS,2003-10-09,1.5
VXRT,2012-11-09,0.16666666666666666
VXRT,2018-02-14,0.09090909090909091
VYX,2005-01-24,2.0
VYX,2023-10-17,1.63
VZ,2006-11-20,1.038055099964706
VZ,2008-04-01,1.0046515366145252
VZ,2010-07-02,1.0662242546825904
WAB,2013-06-12,2.0
WAFD,2001-02-07,1.1
WAFD,2002-02-06,1.1
WAFD,2003-02-05,1.1
WAFD,2004-02-04,1.1
WAFD,2005-02-02,1.1
WAT,2000-08-28,2.0
WBD,2014-08-07,1.957
WCN,2004-06-25,1.5
WCN,2007-03-14,1.5
WCN,2010-11-15,1.5
WCN,2017-06-19,1.5
WDC,2025-02-24,1.323
WEC,2011-03-02,2.0
WERN,2002-03-15,1.3333333333333333
WERN,2003-10-01,1.25
WEYS,2003-10-02,1.5
WEYS,2005-04-04,2.0
WFC,2006-08-14,2.0
WGO,2004-03-08,2.0
WGS,2023-05-04,0.030303030303030304
WKC,2005-02-16,2.0
WKC,2009-12-08,2.0
WLFC,2026-07-21,3.0
WLK,2014-03-19,2.0
WMB,2001-04-24,1.0893246187363834
WMB,2012-01-03,1.2266928361138372
WMT,2024-02-26,3.0
WOR,2023-12-01,1.622
WPC,2023-11-02,1.021
WRB,2002-07-03,1.5
WRB,2003-08-28,1.5
WRB,2005-04-11,1.5
WRB,2006-04-05,1.5
WRB,2019-04-03,1.5
WRB,2022-03-24,1.5
WRB,2024-07-11,1.5
WSBF,2014-01-23,1.0972
WSFS,2015-05-19,3.0
WSM,2002-05-10,2.0
WSM,2024-07-09,2.0
WST,2004-09-29,2.0
WST,2013-09-27,2.0
WTBA,2004-07-22,1.05
WTFC,2002-03-15,1.5
WTRG,2000-12-04,1.25
WTRG,2001-12-03,1.25
WTRG,2003-12-02,1.25
WTRG,2005-12-02,1.3333333333333333
WTRG,2013-09-03,1.25
WULF,2004-05-14,1.5
WWD,2006-02-15,3.0
WWD,2008-02-15,2.0
WWW,2005-02-02,1.5
WWW,2013-11-04,2.0
XFOR,2019-03-14,0.16666666666666666
XFOR,2025-04-28,0.03333333333333333
XOM,2001-07-19,2.0
XPO,2011-09-02,0.25
XPO,2021-08-02,1.718
XPO,2022-11-01,1.683
XPRO,2021-10-04,0.16666666666666666
XRAY,2002-02-01,1.5
XRAY,2006-07-18,2.0
XRX,2017-01-03,1.518
XRX,2017-06-15,0.25
YORW,2002-05-21,2.0
YORW,2006-09-12,1.5
YUM,2002-06-18,2.0
YUM,2007-06-27,2.0
YUM,2016-11-01,1.391
ZBH,2022-03-01,1.03
ZBRA,2003-08-22,1.5
ZBRA,2004-08-26,1.5
ZD,2001-02-08,0.25
ZD,2003-09-02,2.0
ZD,2006-05-25,2.0
ZD,2021-10-08,1.15
ZUMZ,2006-04-20,2.0
ZVRA,2020-12-28,0.0625
